lot_no,expired_date,inventory_item_name,inventory_item_code,unit_name,opening_quantity,inward_quantity,outward_quantity,closing_quantity,opening_amount,inward_amount,outward_amount,closing_amount,stock_name,shop_name,inventory_item_id,inventory_summary_report_id,inventory_item_category_name,brand_name,vendor_name_list,session_id,detail_id,is_parent,parent_id,grade,is_bold,inventory_item_code_parent,inventory_item_name_parent
,2026-09-23T00:00:00,Kho MIRA,02__XXH__OFO__SPA__62,Hũ,8.0,0.0,0.0,8.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,883951a0-8e2b-4720-84d2-2299db405fba,3fbe95cb-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,OFOOD,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2293,0,883951a0-8e2b-4720-84d2-2299db405fba,2,False,02__XXH__OFO__SPA__62,OFOOD Xúc Xích Xốt Spaghetti Hũ 62g
,2026-09-23T00:00:00,OISHI Snack Pillows Nhân Socola Túi Zip 80g,03__SKH__OIS__ZSO__80,Bịch,10.0,0.0,0.0,10.0,,,,,Tổng,,2298425c-e686-464b-8258-5745aa141f11,3fbe96b4-8bc7-11f1-9b18-005056b2a5de,Snack Khác,OISHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2294,1,,1,True,03__SKH__OIS__ZSO__80,OISHI Snack Pillows Nhân Socola Túi Zip 80g
,2026-09-23T00:00:00,Kho MIRA,03__SKH__OIS__ZSO__80,Bịch,10.0,0.0,0.0,10.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,2298425c-e686-464b-8258-5745aa141f11,3fbe97a6-8bc7-11f1-9b18-005056b2a5de,Snack Khác,OISHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2295,0,2298425c-e686-464b-8258-5745aa141f11,2,False,03__SKH__OIS__ZSO__80,OISHI Snack Pillows Nhân Socola Túi Zip 80g
,2026-09-24T00:00:00,CUNG ĐÌNH Kool Mì Tô Trộn Spaghetti 105g,02__MTO__KOO__SPA__105,Tô,-3.0,0.0,0.0,-3.0,,,,,Tổng,,1da573af-36a9-4bf6-a383-667890a25aae,3fbe9893-8bc7-11f1-9b18-005056b2a5de,Mì Tô,CUNG ĐÌNH Kool,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2296,1,,1,True,02__MTO__KOO__SPA__105,CUNG ĐÌNH Kool Mì Tô Trộn Spaghetti 105g
,2026-09-24T00:00:00,Kho MIRA,02__MTO__KOO__SPA__105,Tô,-3.0,0.0,0.0,-3.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,1da573af-36a9-4bf6-a383-667890a25aae,3fbe998b-8bc7-11f1-9b18-005056b2a5de,Mì Tô,CUNG ĐÌNH Kool,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2297,0,1da573af-36a9-4bf6-a383-667890a25aae,2,False,02__MTO__KOO__SPA__105,CUNG ĐÌNH Kool Mì Tô Trộn Spaghetti 105g
,2026-09-27T00:00:00,KORENO Mì Xào Vị Bò Xào Ly 65g,02__MIL__KOR__BXO__65,Ly,24.0,0.0,0.0,24.0,,,,,Tổng,,24a09840-3340-484f-9165-a5361817cb03,3fbe9a5f-8bc7-11f1-9b18-005056b2a5de,Mì Ly,KORENO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2298,1,,1,True,02__MIL__KOR__BXO__65,KORENO Mì Xào Vị Bò Xào Ly 65g
,2026-09-27T00:00:00,Kho MIRA,02__MIL__KOR__BXO__65,Ly,24.0,0.0,0.0,24.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,24a09840-3340-484f-9165-a5361817cb03,3fbe9b46-8bc7-11f1-9b18-005056b2a5de,Mì Ly,KORENO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2299,0,24a09840-3340-484f-9165-a5361817cb03,2,False,02__MIL__KOR__BXO__65,KORENO Mì Xào Vị Bò Xào Ly 65g
,2026-09-27T00:00:00,ORION Toonies Snack Socola 60g,03__SKH__ORT__SOC__60,Bịch,2.0,0.0,2.0,0.0,,,,,Tổng,,207ce9d4-c1cd-4ede-a640-7b3913727c23,3fbe9c27-8bc7-11f1-9b18-005056b2a5de,Snack Khác,ORION Toonies,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2300,1,,1,True,03__SKH__ORT__SOC__60,ORION Toonies Snack Socola 60g
,2026-09-27T00:00:00,Kho Kệ,03__SKH__ORT__SOC__60,Bịch,2.0,0.0,2.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,207ce9d4-c1cd-4ede-a640-7b3913727c23,3fbe9e18-8bc7-11f1-9b18-005056b2a5de,Snack Khác,ORION Toonies,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2301,0,207ce9d4-c1cd-4ede-a640-7b3913727c23,2,False,03__SKH__ORT__SOC__60,ORION Toonies Snack Socola 60g
,2026-09-28T00:00:00,S2 Xúc Xích Siume Cay Tứ Xuyên 34g,02__XXH__S2__CAY__34,Cái,96.0,0.0,0.0,96.0,,,,,Tổng,,591c61c0-c581-47d3-8315-06d7d11a8269,3fbe9f07-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,S2,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2302,1,,1,True,02__XXH__S2__CAY__34,S2 Xúc Xích Siume Cay Tứ Xuyên 34g
,2026-09-28T00:00:00,Kho MIRA,02__XXH__S2__CAY__34,Cái,96.0,0.0,0.0,96.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,591c61c0-c581-47d3-8315-06d7d11a8269,3fbe9fda-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,S2,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2303,0,591c61c0-c581-47d3-8315-06d7d11a8269,2,False,02__XXH__S2__CAY__34,S2 Xúc Xích Siume Cay Tứ Xuyên 34g
,2026-09-28T00:00:00,ORION Swing Snack Vị Mật Ong Bơ Tỏi 52g,03__SKT__ORS__MOB__52,Bịch,5.0,0.0,3.0,2.0,,,,,Tổng,,6132a1f8-2d41-4ca1-a8c0-80dc62216e65,3fbea0ad-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION Swing,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2304,1,,1,True,03__SKT__ORS__MOB__52,ORION Swing Snack Vị Mật Ong Bơ Tỏi 52g
,2026-09-28T00:00:00,Kho Kệ,03__SKT__ORS__MOB__52,Bịch,5.0,0.0,3.0,2.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,6132a1f8-2d41-4ca1-a8c0-80dc62216e65,3fbea18f-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION Swing,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2305,0,6132a1f8-2d41-4ca1-a8c0-80dc62216e65,2,False,03__SKT__ORS__MOB__52,ORION Swing Snack Vị Mật Ong Bơ Tỏi 52g
,2026-09-29T00:00:00,ACECOOK HẢO HẢO Mì Ly Tôm Chua Cay 67g,02__MIL__HAO__TCY__67,Ly,-2.0,0.0,0.0,-2.0,,,,,Tổng,,5259be17-00c9-4d63-993d-bf5630ae3cac,3fbea26a-8bc7-11f1-9b18-005056b2a5de,Mì Ly,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2306,1,,1,True,02__MIL__HAO__TCY__67,ACECOOK HẢO HẢO Mì Ly Tôm Chua Cay 67g
,2026-09-29T00:00:00,Kho MIRA,02__MIL__HAO__TCY__67,Ly,-2.0,0.0,0.0,-2.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,5259be17-00c9-4d63-993d-bf5630ae3cac,3fbea372-8bc7-11f1-9b18-005056b2a5de,Mì Ly,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2307,0,5259be17-00c9-4d63-993d-bf5630ae3cac,2,False,02__MIL__HAO__TCY__67,ACECOOK HẢO HẢO Mì Ly Tôm Chua Cay 67g
,2026-09-29T00:00:00,ACECOOK MODERN Mì Ly Lẩu Thái Tôm 67g,02__MIL__MOD__LTT__67,Ly,-7.0,0.0,0.0,-7.0,,,,,Tổng,,f4df8b62-1088-4f7d-96fb-14f5710a1560,3fbea49a-8bc7-11f1-9b18-005056b2a5de,Mì Ly,ACECOOK MODERN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2308,1,,1,True,02__MIL__MOD__LTT__67,ACECOOK MODERN Mì Ly Lẩu Thái Tôm 67g
,2026-09-29T00:00:00,Kho Kệ,02__MIL__MOD__LTT__67,Ly,-7.0,0.0,0.0,-7.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,f4df8b62-1088-4f7d-96fb-14f5710a1560,3fbea583-8bc7-11f1-9b18-005056b2a5de,Mì Ly,ACECOOK MODERN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2309,0,f4df8b62-1088-4f7d-96fb-14f5710a1560,2,False,02__MIL__MOD__LTT__67,ACECOOK MODERN Mì Ly Lẩu Thái Tôm 67g
,2026-09-29T00:00:00,ACECOOK SiuKay Mì Trộn Hải Sản Tô 96g,02__MTO__SKY__HSN__96,Tô,-1.0,0.0,0.0,-1.0,,,,,Tổng,,fe644aa9-20dc-4bc4-880f-99f2d7a213ef,3fbea660-8bc7-11f1-9b18-005056b2a5de,Mì Tô,ACECOOK SiuKay,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2310,1,,1,True,02__MTO__SKY__HSN__96,ACECOOK SiuKay Mì Trộn Hải Sản Tô 96g
,2026-09-29T00:00:00,Kho MIRA,02__MTO__SKY__HSN__96,Tô,-1.0,0.0,0.0,-1.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,fe644aa9-20dc-4bc4-880f-99f2d7a213ef,3fbea761-8bc7-11f1-9b18-005056b2a5de,Mì Tô,ACECOOK SiuKay,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2311,0,fe644aa9-20dc-4bc4-880f-99f2d7a213ef,2,False,02__MTO__SKY__HSN__96,ACECOOK SiuKay Mì Trộn Hải Sản Tô 96g
,2026-09-29T00:00:00,TAOKENOI BIG BANG Snack Rong Biển Vị Truyền Thống 6g,03__SRO__TBB__CLA__6,Bịch,67.0,0.0,8.0,59.0,,,,,Tổng,,0c2b50b3-e7d0-410a-9854-fc63417a3b10,3fbea8cc-8bc7-11f1-9b18-005056b2a5de,Snack Rong Biển,TAOKENOI BIG BANG,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2312,1,,1,True,03__SRO__TBB__CLA__6,TAOKENOI BIG BANG Snack Rong Biển Vị Truyền Thống 6g
,2026-09-29T00:00:00,Kho Kệ,03__SRO__TBB__CLA__6,Bịch,67.0,0.0,8.0,59.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,0c2b50b3-e7d0-410a-9854-fc63417a3b10,3fbeaa49-8bc7-11f1-9b18-005056b2a5de,Snack Rong Biển,TAOKENOI BIG BANG,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2313,0,0c2b50b3-e7d0-410a-9854-fc63417a3b10,2,False,03__SRO__TBB__CLA__6,TAOKENOI BIG BANG Snack Rong Biển Vị Truyền Thống 6g
,2026-09-29T00:00:00,OVALTINE Sữa Lúa Mạch Socola 180ml,04__SHG__OVA__SOC__180,Hộp,-20.0,0.0,0.0,-20.0,,,,,Tổng,,a9bbd257-c3ac-4a72-8097-b399b08cd310,3fbeaba0-8bc7-11f1-9b18-005056b2a5de,Sữa Hộp Giấy,OVALTINE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2314,1,,1,True,04__SHG__OVA__SOC__180,OVALTINE Sữa Lúa Mạch Socola 180ml
,2026-09-29T00:00:00,Kho MIRA,04__SHG__OVA__SOC__180,Hộp,-20.0,0.0,0.0,-20.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,a9bbd257-c3ac-4a72-8097-b399b08cd310,3fbeacab-8bc7-11f1-9b18-005056b2a5de,Sữa Hộp Giấy,OVALTINE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2315,0,a9bbd257-c3ac-4a72-8097-b399b08cd310,2,False,04__SHG__OVA__SOC__180,OVALTINE Sữa Lúa Mạch Socola 180ml
,2026-09-30T00:00:00,COCA-COLA Zero Sugar Lon 320ml,01__NGA__COC__ZER__320,Lon,44.0,0.0,20.0,24.0,,,,,Tổng,,3048249d-7e18-454e-acf0-2781c1daab51,3fbeada2-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,Coca-Cola,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2316,1,,1,True,01__NGA__COC__ZER__320,COCA-COLA Zero Sugar Lon 320ml
,2026-09-30T00:00:00,Kho Kệ,01__NGA__COC__ZER__320,Lon,20.0,0.0,20.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,3048249d-7e18-454e-acf0-2781c1daab51,3fbeaeda-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,Coca-Cola,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2317,0,3048249d-7e18-454e-acf0-2781c1daab51,2,False,01__NGA__COC__ZER__320,COCA-COLA Zero Sugar Lon 320ml
,2026-09-30T00:00:00,Kho MIRA,01__NGA__COC__ZER__320,Lon,24.0,0.0,0.0,24.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,3048249d-7e18-454e-acf0-2781c1daab51,3fbeafe9-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,Coca-Cola,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2318,0,3048249d-7e18-454e-acf0-2781c1daab51,2,False,01__NGA__COC__ZER__320,COCA-COLA Zero Sugar Lon 320ml
,2026-09-30T00:00:00,ORION Marine Boy Snack Vị Tôm Nướng Môi Đỏ 35g,03__SKH__OMB__TNG__35,Hộp,1.0,0.0,1.0,0.0,,,,,Tổng,,8be4bc84-8a22-4d86-9594-19b3023ca33e,3fbeb0fa-8bc7-11f1-9b18-005056b2a5de,Snack Khác,ORION Marine Boy,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2319,1,,1,True,03__SKH__OMB__TNG__35,ORION Marine Boy Snack Vị Tôm Nướng Môi Đỏ 35g
,2026-09-30T00:00:00,Kho Kệ,03__SKH__OMB__TNG__35,Hộp,1.0,0.0,1.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,8be4bc84-8a22-4d86-9594-19b3023ca33e,3fbeb20a-8bc7-11f1-9b18-005056b2a5de,Snack Khác,ORION Marine Boy,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2320,0,8be4bc84-8a22-4d86-9594-19b3023ca33e,2,False,03__SKH__OMB__TNG__35,ORION Marine Boy Snack Vị Tôm Nướng Môi Đỏ 35g
,2026-10-01T00:00:00,Kho Kệ,02__MTO__OMA__TXN__104,Tô,-12.0,0.0,0.0,-12.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,c6f6a37f-07d1-42d7-98a6-18e54319d073,3fbeb30d-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2321,0,c6f6a37f-07d1-42d7-98a6-18e54319d073,2,False,02__MTO__OMA__TXN__104,OMACHI Mì Tô Trộn Thịt Xiên Nướng 104g*12
,2026-10-01T00:00:00,Kho MIRA,02__MTO__OMA__TXN__104,Tô,12.0,0.0,0.0,12.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,c6f6a37f-07d1-42d7-98a6-18e54319d073,3fbeb413-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2322,0,c6f6a37f-07d1-42d7-98a6-18e54319d073,2,False,02__MTO__OMA__TXN__104,OMACHI Mì Tô Trộn Thịt Xiên Nướng 104g*12
,2026-10-01T00:00:00,GIZZA Bánh Tươi Chocolate 90g,03__BLA__GIZ__CHO__90,Cái,0.0,21.0,0.0,21.0,,,,,Tổng,,e8d2b071-681c-42aa-b97f-4fab15b2572f,3fbeb519-8bc7-11f1-9b18-005056b2a5de,Bánh Bông Lan,GIZZA,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2323,1,,1,True,03__BLA__GIZ__CHO__90,GIZZA Bánh Tươi Chocolate 90g
,2026-10-01T00:00:00,Kho Kệ,03__BLA__GIZ__CHO__90,Cái,0.0,21.0,0.0,21.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,e8d2b071-681c-42aa-b97f-4fab15b2572f,3fbeb625-8bc7-11f1-9b18-005056b2a5de,Bánh Bông Lan,GIZZA,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2324,0,e8d2b071-681c-42aa-b97f-4fab15b2572f,2,False,03__BLA__GIZ__CHO__90,GIZZA Bánh Tươi Chocolate 90g
,2026-10-01T00:00:00,OISHI Snack Phô Mai Miếng 68g,03__SKH__OIS__PMI__68,Bịch,-20.0,0.0,0.0,-20.0,,,,,Tổng,,9110e59d-158f-42d2-b980-b7e8fb8ea308,3fbeb78c-8bc7-11f1-9b18-005056b2a5de,Snack Khác,OISHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2325,1,,1,True,03__SKH__OIS__PMI__68,OISHI Snack Phô Mai Miếng 68g
,2026-10-01T00:00:00,Kho MIRA,03__SKH__OIS__PMI__68,Bịch,-20.0,0.0,0.0,-20.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,9110e59d-158f-42d2-b980-b7e8fb8ea308,3fbebc6a-8bc7-11f1-9b18-005056b2a5de,Snack Khác,OISHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2326,0,9110e59d-158f-42d2-b980-b7e8fb8ea308,2,False,03__SKH__OIS__PMI__68,OISHI Snack Phô Mai Miếng 68g
,2026-10-02T00:00:00,ORION Snack Khoai Tây Tayo Vị Tảo Ngọt Bịch 60g,03__SKT__ORO__TAY__60,Bịch,4.0,0.0,0.0,4.0,,,,,Tổng,,ddc1a326-9829-45dd-964b-dc0ab8949df2,3fbebd86-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2327,1,,1,True,03__SKT__ORO__TAY__60,ORION Snack Khoai Tây Tayo Vị Tảo Ngọt Bịch 60g
,2026-10-02T00:00:00,Kho Kệ,03__SKT__ORO__TAY__60,Bịch,8.0,0.0,0.0,8.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,ddc1a326-9829-45dd-964b-dc0ab8949df2,3fbebed8-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2328,0,ddc1a326-9829-45dd-964b-dc0ab8949df2,2,False,03__SKT__ORO__TAY__60,ORION Snack Khoai Tây Tayo Vị Tảo Ngọt Bịch 60g
,2026-10-02T00:00:00,Kho MIRA,03__SKT__ORO__TAY__60,Bịch,-4.0,0.0,0.0,-4.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,ddc1a326-9829-45dd-964b-dc0ab8949df2,3fbebfe9-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2329,0,ddc1a326-9829-45dd-964b-dc0ab8949df2,2,False,03__SKT__ORO__TAY__60,ORION Snack Khoai Tây Tayo Vị Tảo Ngọt Bịch 60g
,2026-10-03T00:00:00,TH True Tea Trà Vải 350ml,01__TDC__THT__VAI__350,Chai,-12.0,0.0,0.0,-12.0,,,,,Tổng,,ce265a50-6cc3-4f0e-a992-126cee727c7f,3fbec146-8bc7-11f1-9b18-005056b2a5de,Trà Đóng Chai,TH True Tea,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2330,1,,1,True,01__TDC__THT__VAI__350,TH True Tea Trà Vải 350ml
,2026-10-03T00:00:00,Kho MIRA,01__TDC__THT__VAI__350,Chai,-12.0,0.0,0.0,-12.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,ce265a50-6cc3-4f0e-a992-126cee727c7f,3fbec259-8bc7-11f1-9b18-005056b2a5de,Trà Đóng Chai,TH True Tea,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2331,0,ce265a50-6cc3-4f0e-a992-126cee727c7f,2,False,01__TDC__THT__VAI__350,TH True Tea Trà Vải 350ml
,2026-10-04T00:00:00,KOKOMI 90 Mì Gói Vị Hải Sản Cay Tê 90g*30,02__MGO__KOK__XHS__95,Gói,13.0,0.0,13.0,0.0,,,,,Tổng,,a8d22de2-a1c0-4efd-b293-96ff822796ff,3fbec3e4-8bc7-11f1-9b18-005056b2a5de,Mì Gói,KOKOMI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2332,1,,1,True,02__MGO__KOK__XHS__95,KOKOMI 90 Mì Gói Vị Hải Sản Cay Tê 90g*30
,2026-10-04T00:00:00,Kho Kệ,02__MGO__KOK__XHS__95,Gói,13.0,0.0,13.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,a8d22de2-a1c0-4efd-b293-96ff822796ff,3fbec5ce-8bc7-11f1-9b18-005056b2a5de,Mì Gói,KOKOMI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2333,0,a8d22de2-a1c0-4efd-b293-96ff822796ff,2,False,02__MGO__KOK__XHS__95,KOKOMI 90 Mì Gói Vị Hải Sản Cay Tê 90g*30
,2026-10-05T00:00:00,ORION C'Est Bon Bánh Mochi Cốm Dừa,03__BMI__OCB__MOC__1,Cái,25.0,0.0,19.0,6.0,,,,,Tổng,,87abce21-6cb2-4594-8667-5ec0e2e6634e,3fbec747-8bc7-11f1-9b18-005056b2a5de,Bánh Mì Mềm,ORION C'Est Bon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2334,1,,1,True,03__BMI__OCB__MOC__1,ORION C'Est Bon Bánh Mochi Cốm Dừa
,2026-10-05T00:00:00,Kho Kệ,03__BMI__OCB__MOC__1,Cái,25.0,0.0,19.0,6.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,87abce21-6cb2-4594-8667-5ec0e2e6634e,3fbec8b5-8bc7-11f1-9b18-005056b2a5de,Bánh Mì Mềm,ORION C'Est Bon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2335,0,87abce21-6cb2-4594-8667-5ec0e2e6634e,2,False,03__BMI__OCB__MOC__1,ORION C'Est Bon Bánh Mochi Cốm Dừa
,2026-10-06T00:00:00,ACECOOK NHỚ Mì Lẩu Thái Tô 84g,02__MTO__NHO__LTT__84,Tô,13.0,0.0,3.0,10.0,,,,,Tổng,,fe91d7ff-38f3-43c3-bd7e-31e6b72c5a17,3fbeca10-8bc7-11f1-9b18-005056b2a5de,Mì Tô,ACECOOK NHỚ,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2336,1,,1,True,02__MTO__NHO__LTT__84,ACECOOK NHỚ Mì Lẩu Thái Tô 84g
,2026-10-06T00:00:00,Kho Kệ,02__MTO__NHO__LTT__84,Tô,1.0,0.0,3.0,-2.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,fe91d7ff-38f3-43c3-bd7e-31e6b72c5a17,3fbecb63-8bc7-11f1-9b18-005056b2a5de,Mì Tô,ACECOOK NHỚ,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2337,0,fe91d7ff-38f3-43c3-bd7e-31e6b72c5a17,2,False,02__MTO__NHO__LTT__84,ACECOOK NHỚ Mì Lẩu Thái Tô 84g
,2026-10-06T00:00:00,Kho MIRA,02__MTO__NHO__LTT__84,Tô,12.0,0.0,0.0,12.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,fe91d7ff-38f3-43c3-bd7e-31e6b72c5a17,3fbecce1-8bc7-11f1-9b18-005056b2a5de,Mì Tô,ACECOOK NHỚ,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2338,0,fe91d7ff-38f3-43c3-bd7e-31e6b72c5a17,2,False,02__MTO__NHO__LTT__84,ACECOOK NHỚ Mì Lẩu Thái Tô 84g
,2026-10-06T00:00:00,ACECOOK SiuKay Mì Trộn Hải Sản Tô 96g,02__MTO__SKY__HSN__96,Tô,12.0,0.0,0.0,12.0,,,,,Tổng,,fe644aa9-20dc-4bc4-880f-99f2d7a213ef,3fbecddd-8bc7-11f1-9b18-005056b2a5de,Mì Tô,ACECOOK SiuKay,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2339,1,,1,True,02__MTO__SKY__HSN__96,ACECOOK SiuKay Mì Trộn Hải Sản Tô 96g
,2026-10-06T00:00:00,Kho MIRA,02__MTO__SKY__HSN__96,Tô,12.0,0.0,0.0,12.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,fe644aa9-20dc-4bc4-880f-99f2d7a213ef,3fbed0e1-8bc7-11f1-9b18-005056b2a5de,Mì Tô,ACECOOK SiuKay,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2340,0,fe644aa9-20dc-4bc4-880f-99f2d7a213ef,2,False,02__MTO__SKY__HSN__96,ACECOOK SiuKay Mì Trộn Hải Sản Tô 96g
,2026-10-06T00:00:00,PONNIE Xúc Xích Dinh Dưỡng Bin&Bon Heo,02__XXH__PON__HEO__60,Cái,480.0,0.0,0.0,480.0,,,,,Tổng,,00b62c79-bfed-435f-8b35-3a1d324ad8c1,3fbed225-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,PONNIE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2341,1,,1,True,02__XXH__PON__HEO__60,PONNIE Xúc Xích Dinh Dưỡng Bin&Bon Heo
,2026-10-06T00:00:00,Kho MIRA,02__XXH__PON__HEO__60,Cái,480.0,0.0,0.0,480.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,00b62c79-bfed-435f-8b35-3a1d324ad8c1,3fbed399-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,PONNIE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2342,0,00b62c79-bfed-435f-8b35-3a1d324ad8c1,2,False,02__XXH__PON__HEO__60,PONNIE Xúc Xích Dinh Dưỡng Bin&Bon Heo
