lot_no,expired_date,inventory_item_name,inventory_item_code,unit_name,opening_quantity,inward_quantity,outward_quantity,closing_quantity,opening_amount,inward_amount,outward_amount,closing_amount,stock_name,shop_name,inventory_item_id,inventory_summary_report_id,inventory_item_category_name,brand_name,vendor_name_list,session_id,detail_id,is_parent,parent_id,grade,is_bold,inventory_item_code_parent,inventory_item_name_parent
,2026-09-13T00:00:00,Kho MIRA,03__SKT__ORS__BBT__55,Bịch,-10.0,0.0,0.0,-10.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,c407ec90-619a-4e4d-b82e-9f8154b9e3b2,3fbe4e0c-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION Swing,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2243,0,c407ec90-619a-4e4d-b82e-9f8154b9e3b2,2,False,03__SKT__ORS__BBT__55,ORION Swing Snack Vị Bò Bít Tết Newyork Bịch 55g
,2026-09-14T00:00:00,PEPSICO Revive Chai 500ml,01__NBD__REV__CHI__500,Chai,-24.0,0.0,0.0,-24.0,,,,,Tổng,,72e86341-ac8c-4db0-a410-bf879a20de02,3fbe4f20-8bc7-11f1-9b18-005056b2a5de,Nước Bù Điện Giải,PEPSICO Revive,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2244,1,,1,True,01__NBD__REV__CHI__500,PEPSICO Revive Chai 500ml
,2026-09-14T00:00:00,Kho MIRA,01__NBD__REV__CHI__500,Chai,-24.0,0.0,0.0,-24.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,72e86341-ac8c-4db0-a410-bf879a20de02,3fbe505f-8bc7-11f1-9b18-005056b2a5de,Nước Bù Điện Giải,PEPSICO Revive,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2245,0,72e86341-ac8c-4db0-a410-bf879a20de02,2,False,01__NBD__REV__CHI__500,PEPSICO Revive Chai 500ml
,2026-09-14T00:00:00,PEPSICO Revive Chanh Muối Chai 500ml,01__NBD__REV__CMI__500,Chai,-24.0,0.0,0.0,-24.0,,,,,Tổng,,33c13587-ea65-4b74-be9b-2b8b6d3c1220,3fbe5176-8bc7-11f1-9b18-005056b2a5de,Nước Bù Điện Giải,PEPSICO Revive,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2246,1,,1,True,01__NBD__REV__CMI__500,PEPSICO Revive Chanh Muối Chai 500ml
,2026-09-14T00:00:00,Kho MIRA,01__NBD__REV__CMI__500,Chai,-24.0,0.0,0.0,-24.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,33c13587-ea65-4b74-be9b-2b8b6d3c1220,3fbe5281-8bc7-11f1-9b18-005056b2a5de,Nước Bù Điện Giải,PEPSICO Revive,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2247,0,33c13587-ea65-4b74-be9b-2b8b6d3c1220,2,False,01__NBD__REV__CMI__500,PEPSICO Revive Chanh Muối Chai 500ml
,2026-09-15T00:00:00,PONNIE Xúc Xích Dinh Dưỡng Bin&Bon Heo,02__XXH__PON__HEO__60,Cái,-1.0,0.0,0.0,-1.0,,,,,Tổng,,00b62c79-bfed-435f-8b35-3a1d324ad8c1,3fbe538e-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,PONNIE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2248,1,,1,True,02__XXH__PON__HEO__60,PONNIE Xúc Xích Dinh Dưỡng Bin&Bon Heo
,2026-09-15T00:00:00,Kho Kệ,02__XXH__PON__HEO__60,Cái,-1.0,0.0,0.0,-1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,00b62c79-bfed-435f-8b35-3a1d324ad8c1,3fbe54a9-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,PONNIE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2249,0,00b62c79-bfed-435f-8b35-3a1d324ad8c1,2,False,02__XXH__PON__HEO__60,PONNIE Xúc Xích Dinh Dưỡng Bin&Bon Heo
,2026-09-15T00:00:00,KIDO Dora-yaki Bánh Chà Bông Xốt Phô Mai Bịch 30g,03__BMI__KDY__PMI__30,Bịch,20.0,0.0,24.0,-4.0,,,,,Tổng,,01392e5a-9636-4c15-b75a-01a9d5c1548d,3fbe5590-8bc7-11f1-9b18-005056b2a5de,Bánh Mì Mềm,KIDO Dora-yaki,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2250,1,,1,True,03__BMI__KDY__PMI__30,KIDO Dora-yaki Bánh Chà Bông Xốt Phô Mai Bịch 30g
,2026-09-15T00:00:00,Kho Kệ,03__BMI__KDY__PMI__30,Bịch,20.0,0.0,24.0,-4.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,01392e5a-9636-4c15-b75a-01a9d5c1548d,3fbe566f-8bc7-11f1-9b18-005056b2a5de,Bánh Mì Mềm,KIDO Dora-yaki,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2251,0,01392e5a-9636-4c15-b75a-01a9d5c1548d,2,False,03__BMI__KDY__PMI__30,KIDO Dora-yaki Bánh Chà Bông Xốt Phô Mai Bịch 30g
,2026-09-16T00:00:00,KIDO Dora-yaki Bánh Chà Bông Xốt Trứng Muối Bịch 30g,03__BMI__KDY__TMI__30,Bịch,20.0,0.0,11.0,9.0,,,,,Tổng,,52ca55bc-51e5-4925-a5b6-d73f29badfdd,3fbe575a-8bc7-11f1-9b18-005056b2a5de,Bánh Mì Mềm,KIDO Dora-yaki,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2252,1,,1,True,03__BMI__KDY__TMI__30,KIDO Dora-yaki Bánh Chà Bông Xốt Trứng Muối Bịch 30g
,2026-09-16T00:00:00,Kho Kệ,03__BMI__KDY__TMI__30,Bịch,20.0,0.0,11.0,9.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,52ca55bc-51e5-4925-a5b6-d73f29badfdd,3fbe5837-8bc7-11f1-9b18-005056b2a5de,Bánh Mì Mềm,KIDO Dora-yaki,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2253,0,52ca55bc-51e5-4925-a5b6-d73f29badfdd,2,False,03__BMI__KDY__TMI__30,KIDO Dora-yaki Bánh Chà Bông Xốt Trứng Muối Bịch 30g
,2026-09-17T00:00:00,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g,02__MGO__HAO__CAY__75,Gói,-1.0,0.0,0.0,-1.0,,,,,Tổng,,0d72dbc9-99f3-4c92-a057-cc611a7a554b,3fbe590b-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2254,1,,1,True,02__MGO__HAO__CAY__75,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g
,2026-09-17T00:00:00,Kho Kệ,02__MGO__HAO__CAY__75,Gói,-1.0,0.0,0.0,-1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,0d72dbc9-99f3-4c92-a057-cc611a7a554b,3fbe5a83-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2255,0,0d72dbc9-99f3-4c92-a057-cc611a7a554b,2,False,02__MGO__HAO__CAY__75,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g
,2026-09-17T00:00:00,PONNIE Xúc Xích Nhân Phô Mai 45g,02__XXH__PON__PMI__45,Cái,-1.0,0.0,0.0,-1.0,,,,,Tổng,,2b5e38a6-8351-454a-a735-445ef54959f8,3fbe5c36-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,PONNIE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2256,1,,1,True,02__XXH__PON__PMI__45,PONNIE Xúc Xích Nhân Phô Mai 45g
,2026-09-17T00:00:00,Kho Kệ,02__XXH__PON__PMI__45,Cái,-1.0,0.0,0.0,-1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,2b5e38a6-8351-454a-a735-445ef54959f8,3fbe5dbe-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,PONNIE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2257,0,2b5e38a6-8351-454a-a735-445ef54959f8,2,False,02__XXH__PON__PMI__45,PONNIE Xúc Xích Nhân Phô Mai 45g
,2026-09-18T00:00:00,OFOOD Xúc Xích Xốt Phô Mai Hũ 62g,02__XXH__OFO__PMI__62,Hũ,11.0,0.0,3.0,8.0,,,,,Tổng,,df7f0252-1179-4e6a-961b-4cae32faae76,3fbe5f28-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,OFOOD,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2258,1,,1,True,02__XXH__OFO__PMI__62,OFOOD Xúc Xích Xốt Phô Mai Hũ 62g
,2026-09-18T00:00:00,Kho Kệ,02__XXH__OFO__PMI__62,Hũ,3.0,0.0,3.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,df7f0252-1179-4e6a-961b-4cae32faae76,3fbe6092-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,OFOOD,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2259,0,df7f0252-1179-4e6a-961b-4cae32faae76,2,False,02__XXH__OFO__PMI__62,OFOOD Xúc Xích Xốt Phô Mai Hũ 62g
,2026-09-18T00:00:00,Kho MIRA,02__XXH__OFO__PMI__62,Hũ,8.0,0.0,0.0,8.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,df7f0252-1179-4e6a-961b-4cae32faae76,3fbe6497-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,OFOOD,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2260,0,df7f0252-1179-4e6a-961b-4cae32faae76,2,False,02__XXH__OFO__PMI__62,OFOOD Xúc Xích Xốt Phô Mai Hũ 62g
,2026-09-18T00:00:00,PONNIE Xúc Xích Giòn Ăn Liền Vị Cay 28g,02__XXH__PON__CAY__28,Cái,0.0,60.0,61.0,-1.0,,,,,Tổng,,6c4948af-903c-4506-adce-a492c879a82b,3fbe65a6-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,PONNIE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2261,1,,1,True,02__XXH__PON__CAY__28,PONNIE Xúc Xích Giòn Ăn Liền Vị Cay 28g
,2026-09-18T00:00:00,Kho Kệ,02__XXH__PON__CAY__28,Cái,0.0,60.0,61.0,-1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,6c4948af-903c-4506-adce-a492c879a82b,3fbe67ae-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,PONNIE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2262,0,6c4948af-903c-4506-adce-a492c879a82b,2,False,02__XXH__PON__CAY__28,PONNIE Xúc Xích Giòn Ăn Liền Vị Cay 28g
,2026-09-20T00:00:00,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g,02__MGO__HAO__CAY__75,Gói,-1.0,0.0,0.0,-1.0,,,,,Tổng,,0d72dbc9-99f3-4c92-a057-cc611a7a554b,3fbe6952-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2263,1,,1,True,02__MGO__HAO__CAY__75,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g
,2026-09-20T00:00:00,Kho Kệ,02__MGO__HAO__CAY__75,Gói,-1.0,0.0,0.0,-1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,0d72dbc9-99f3-4c92-a057-cc611a7a554b,3fbe6b8b-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2264,0,0d72dbc9-99f3-4c92-a057-cc611a7a554b,2,False,02__MGO__HAO__CAY__75,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g
,2026-09-20T00:00:00,Kho Kệ,03__SKT__OOS__PMI__56,Bịch,-10.0,0.0,0.0,-10.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,262063bf-d888-435f-88f5-f1e8c99aeac1,3fbe6d5f-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION Ostar,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2265,0,262063bf-d888-435f-88f5-f1e8c99aeac1,2,False,03__SKT__OOS__PMI__56,ORION Ostar Snack Phô Mai Trứng Muối Bịch 56g
,2026-09-20T00:00:00,Kho MIRA,03__SKT__OOS__PMI__56,Bịch,10.0,0.0,0.0,10.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,262063bf-d888-435f-88f5-f1e8c99aeac1,3fbe7034-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION Ostar,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2266,0,262063bf-d888-435f-88f5-f1e8c99aeac1,2,False,03__SKT__OOS__PMI__56,ORION Ostar Snack Phô Mai Trứng Muối Bịch 56g
,2026-09-21T00:00:00,COCA-COLA Light Lon 320ml,01__NGA__COC__LIG__320,Lon,18.0,0.0,0.0,18.0,,,,,Tổng,,c5e1275d-35e7-4d0d-92cb-f526c28a428d,3fbe7185-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,Coca-Cola,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2267,1,,1,True,01__NGA__COC__LIG__320,COCA-COLA Light Lon 320ml
,2026-09-21T00:00:00,Kho MIRA,01__NGA__COC__LIG__320,Lon,18.0,0.0,0.0,18.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,c5e1275d-35e7-4d0d-92cb-f526c28a428d,3fbe736e-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,Coca-Cola,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2268,0,c5e1275d-35e7-4d0d-92cb-f526c28a428d,2,False,01__NGA__COC__LIG__320,COCA-COLA Light Lon 320ml
,2026-09-21T00:00:00,OMACHI Mì Tô Trộn Xốt Spaghetti Bò Bằm Cà Chua 105g*12,02__MTO__OMA__BBC__105,Tô,-24.0,0.0,0.0,-24.0,,,,,Tổng,,2bd4d1d5-1aa8-44cb-9181-a5b75f7c2b6d,3fbe7489-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2269,1,,1,True,02__MTO__OMA__BBC__105,OMACHI Mì Tô Trộn Xốt Spaghetti Bò Bằm Cà Chua 105g*12
,2026-09-21T00:00:00,Kho MIRA,02__MTO__OMA__BBC__105,Tô,-24.0,0.0,0.0,-24.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,2bd4d1d5-1aa8-44cb-9181-a5b75f7c2b6d,3fbe7641-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2270,0,2bd4d1d5-1aa8-44cb-9181-a5b75f7c2b6d,2,False,02__MTO__OMA__BBC__105,OMACHI Mì Tô Trộn Xốt Spaghetti Bò Bằm Cà Chua 105g*12
,2026-09-21T00:00:00,S2 Xúc Xích Siume Bắp Ngọt 34g,02__XXH__S2__BAP__34,Cái,89.0,0.0,0.0,89.0,,,,,Tổng,,3e8a3b88-eed8-4aa4-aa70-9c1df37c6691,3fbe7743-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,S2,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2271,1,,1,True,02__XXH__S2__BAP__34,S2 Xúc Xích Siume Bắp Ngọt 34g
,2026-09-21T00:00:00,Kho MIRA,02__XXH__S2__BAP__34,Cái,89.0,0.0,0.0,89.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,3e8a3b88-eed8-4aa4-aa70-9c1df37c6691,3fbe784a-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,S2,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2272,0,3e8a3b88-eed8-4aa4-aa70-9c1df37c6691,2,False,02__XXH__S2__BAP__34,S2 Xúc Xích Siume Bắp Ngọt 34g
,2026-09-21T00:00:00,LAYS Snack Vị Phô Mai Cheddar Bịch 53g,03__SKT__LAY__PMI__53,Bịch,13.0,0.0,0.0,13.0,,,,,Tổng,,48bf359b-08b8-41b4-8059-64e7be28c037,3fbe7959-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,LAYS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2273,1,,1,True,03__SKT__LAY__PMI__53,LAYS Snack Vị Phô Mai Cheddar Bịch 53g
,2026-09-21T00:00:00,Kho MIRA,03__SKT__LAY__PMI__53,Bịch,13.0,0.0,0.0,13.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,48bf359b-08b8-41b4-8059-64e7be28c037,3fbe7aeb-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,LAYS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2274,0,48bf359b-08b8-41b4-8059-64e7be28c037,2,False,03__SKT__LAY__PMI__53,LAYS Snack Vị Phô Mai Cheddar Bịch 53g
,2026-09-21T00:00:00,ORION Snack Khoai Tây Tayo Xốt Chấm 45g,03__SKT__ORO__TAY__45,Bịch,1.0,0.0,0.0,1.0,,,,,Tổng,,19cf06d5-6e94-4f1b-9e38-bacee8359065,3fbe7d8f-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION Swing,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2275,1,,1,True,03__SKT__ORO__TAY__45,ORION Snack Khoai Tây Tayo Xốt Chấm 45g
,2026-09-21T00:00:00,Kho Kệ,03__SKT__ORO__TAY__45,Bịch,1.0,0.0,0.0,1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,19cf06d5-6e94-4f1b-9e38-bacee8359065,3fbe7ead-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION Swing,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2276,0,19cf06d5-6e94-4f1b-9e38-bacee8359065,2,False,03__SKT__ORO__TAY__45,ORION Snack Khoai Tây Tayo Xốt Chấm 45g
,2026-09-21T00:00:00,COCA-COLA Aquarius Không Calo Chai 390 ml,CAKCC3M01,Chai,48.0,0.0,0.0,48.0,,,,,Tổng,,5ef193f1-d455-4d32-b70a-139eb4e01b9a,3fbe7fb8-8bc7-11f1-9b18-005056b2a5de,Nước Bù Điện Giải,Coca-Cola,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2277,1,,1,True,CAKCC3M01,COCA-COLA Aquarius Không Calo Chai 390 ml
,2026-09-21T00:00:00,Kho MIRA,CAKCC3M01,Chai,48.0,0.0,0.0,48.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,5ef193f1-d455-4d32-b70a-139eb4e01b9a,3fbe80d9-8bc7-11f1-9b18-005056b2a5de,Nước Bù Điện Giải,Coca-Cola,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2278,0,5ef193f1-d455-4d32-b70a-139eb4e01b9a,2,False,CAKCC3M01,COCA-COLA Aquarius Không Calo Chai 390 ml
,2026-09-22T00:00:00,PEPSICO Sting Dâu Chai 330ml,01__NGA__STI__DAU__330,Chai,-54.0,0.0,0.0,-54.0,,,,,Tổng,,c363ca46-f417-444a-bb74-d94340f7f095,3fbe81e4-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,PEPSICO Sting,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2279,1,,1,True,01__NGA__STI__DAU__330,PEPSICO Sting Dâu Chai 330ml
,2026-09-22T00:00:00,Kho MIRA,01__NGA__STI__DAU__330,Chai,-54.0,0.0,0.0,-54.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,c363ca46-f417-444a-bb74-d94340f7f095,3fbe82f2-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,PEPSICO Sting,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2280,0,c363ca46-f417-444a-bb74-d94340f7f095,2,False,01__NGA__STI__DAU__330,PEPSICO Sting Dâu Chai 330ml
,2026-09-22T00:00:00,KOKOMI Mì Ly Tôm Chua Cay 65g*24,02__MIL__KOK__CAY__65,Ly,-3.0,0.0,0.0,-3.0,,,,,Tổng,,19d24afb-4802-4955-9611-4c1752b947cd,3fbe83f5-8bc7-11f1-9b18-005056b2a5de,Mì Ly,KOKOMI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2281,1,,1,True,02__MIL__KOK__CAY__65,KOKOMI Mì Ly Tôm Chua Cay 65g*24
,2026-09-22T00:00:00,Kho Kệ,02__MIL__KOK__CAY__65,Ly,-3.0,0.0,0.0,-3.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,19d24afb-4802-4955-9611-4c1752b947cd,3fbe850e-8bc7-11f1-9b18-005056b2a5de,Mì Ly,KOKOMI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2282,0,19d24afb-4802-4955-9611-4c1752b947cd,2,False,02__MIL__KOK__CAY__65,KOKOMI Mì Ly Tôm Chua Cay 65g*24
,2026-09-22T00:00:00,OFOOD Xúc Xích Xốt Tokpokki Hũ 62g,02__XXH__OFO__TOK__62,Hũ,19.0,3.0,12.0,10.0,,,,,Tổng,,c1bf49c8-f85d-4f14-89e0-3533a4331d30,3fbe8616-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,OFOOD,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2283,1,,1,True,02__XXH__OFO__TOK__62,OFOOD Xúc Xích Xốt Tokpokki Hũ 62g
,2026-09-22T00:00:00,Kho Kệ,02__XXH__OFO__TOK__62,Hũ,11.0,3.0,12.0,2.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,c1bf49c8-f85d-4f14-89e0-3533a4331d30,3fbe8739-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,OFOOD,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2284,0,c1bf49c8-f85d-4f14-89e0-3533a4331d30,2,False,02__XXH__OFO__TOK__62,OFOOD Xúc Xích Xốt Tokpokki Hũ 62g
,2026-09-22T00:00:00,Kho MIRA,02__XXH__OFO__TOK__62,Hũ,8.0,0.0,0.0,8.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,c1bf49c8-f85d-4f14-89e0-3533a4331d30,3fbe88a7-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,OFOOD,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2285,0,c1bf49c8-f85d-4f14-89e0-3533a4331d30,2,False,02__XXH__OFO__TOK__62,OFOOD Xúc Xích Xốt Tokpokki Hũ 62g
,2026-09-22T00:00:00,S2 Xúc Xích Siume Nhân Phô Mai 34g,02__XXH__S2__PMI__34,Cái,92.0,0.0,0.0,92.0,,,,,Tổng,,0c406a73-02b5-4938-91ba-5d04d20b608a,3fbe8cbd-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,S2,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2286,1,,1,True,02__XXH__S2__PMI__34,S2 Xúc Xích Siume Nhân Phô Mai 34g
,2026-09-22T00:00:00,Kho MIRA,02__XXH__S2__PMI__34,Cái,92.0,0.0,0.0,92.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,0c406a73-02b5-4938-91ba-5d04d20b608a,3fbe8e84-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,S2,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2287,0,0c406a73-02b5-4938-91ba-5d04d20b608a,2,False,02__XXH__S2__PMI__34,S2 Xúc Xích Siume Nhân Phô Mai 34g
,2026-09-23T00:00:00,KOKOMI Mì Ly Tôm Chua Cay 65g*24,02__MIL__KOK__CAY__65,Ly,55.0,0.0,31.0,24.0,,,,,Tổng,,19d24afb-4802-4955-9611-4c1752b947cd,3fbe8fa7-8bc7-11f1-9b18-005056b2a5de,Mì Ly,KOKOMI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2288,1,,1,True,02__MIL__KOK__CAY__65,KOKOMI Mì Ly Tôm Chua Cay 65g*24
,2026-09-23T00:00:00,Kho Kệ,02__MIL__KOK__CAY__65,Ly,31.0,0.0,31.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,19d24afb-4802-4955-9611-4c1752b947cd,3fbe913d-8bc7-11f1-9b18-005056b2a5de,Mì Ly,KOKOMI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2289,0,19d24afb-4802-4955-9611-4c1752b947cd,2,False,02__MIL__KOK__CAY__65,KOKOMI Mì Ly Tôm Chua Cay 65g*24
,2026-09-23T00:00:00,Kho MIRA,02__MIL__KOK__CAY__65,Ly,24.0,0.0,0.0,24.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,19d24afb-4802-4955-9611-4c1752b947cd,3fbe927d-8bc7-11f1-9b18-005056b2a5de,Mì Ly,KOKOMI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2290,0,19d24afb-4802-4955-9611-4c1752b947cd,2,False,02__MIL__KOK__CAY__65,KOKOMI Mì Ly Tôm Chua Cay 65g*24
,2026-09-23T00:00:00,OFOOD Xúc Xích Xốt Spaghetti Hũ 62g,02__XXH__OFO__SPA__62,Hũ,13.0,1.0,5.0,9.0,,,,,Tổng,,883951a0-8e2b-4720-84d2-2299db405fba,3fbe93ab-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,OFOOD,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2291,1,,1,True,02__XXH__OFO__SPA__62,OFOOD Xúc Xích Xốt Spaghetti Hũ 62g
,2026-09-23T00:00:00,Kho Kệ,02__XXH__OFO__SPA__62,Hũ,5.0,1.0,5.0,1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,883951a0-8e2b-4720-84d2-2299db405fba,3fbe94b5-8bc7-11f1-9b18-005056b2a5de,Xúc Xích,OFOOD,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2292,0,883951a0-8e2b-4720-84d2-2299db405fba,2,False,02__XXH__OFO__SPA__62,OFOOD Xúc Xích Xốt Spaghetti Hũ 62g
