session_id,inventory_item_code,inventory_item_name,unit_name,stock_name,opening_quantity,opening_amount,inward_quantity,inward_amount,outward_quantity,outward_amount,closing_quantity,closing_amount,detail_id,is_parent,inventory_item_id,parent_id,grade,is_bold,inventory_summary_report_id,inventory_item_code_parent,inventory_item_name_parent,inventory_item_category_name,brand_name,vendor_name_list,stock_id,branch_id,branch_name
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__LUU__140,C-VITT Nước Hương Lựu 140ml,Chai,Tổng,0.0,,0.0,,2.0,,-2.0,,51,1,5083211d-c80d-4515-a97d-43f77116c3c0,,1,True,e10e33da-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__LUU__140,C-VITT Nước Hương Lựu 140ml,Nước Bù Điện Giải,C-vitt,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__LUU__140,Kho Kệ,Chai,Kho Kệ,0.0,,0.0,,2.0,,-2.0,,52,0,5083211d-c80d-4515-a97d-43f77116c3c0,5083211d-c80d-4515-a97d-43f77116c3c0,2,False,e10e34a5-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__LUU__140,C-VITT Nước Hương Lựu 140ml,Nước Bù Điện Giải,C-vitt,,aca0e3b9-1e75-496e-84ff-e96c9084f53f,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__REV__CHI__500,PEPSICO Revive Chai 500ml,Chai,Tổng,32.0,,72.0,,71.0,,33.0,,53,1,72e86341-ac8c-4db0-a410-bf879a20de02,,1,True,e10e3571-8bb4-11f1-9b18-005056b2a5de,01__NBD__REV__CHI__500,PEPSICO Revive Chai 500ml,Nước Bù Điện Giải,PEPSICO Revive,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__REV__CHI__500,Kho MIRA,Chai,Kho MIRA,54.0,,0.0,,0.0,,54.0,,55,0,72e86341-ac8c-4db0-a410-bf879a20de02,72e86341-ac8c-4db0-a410-bf879a20de02,2,False,e10e37a9-8bb4-11f1-9b18-005056b2a5de,01__NBD__REV__CHI__500,PEPSICO Revive Chai 500ml,Nước Bù Điện Giải,PEPSICO Revive,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__REV__CMI__500,PEPSICO Revive Chanh Muối Chai 500ml,Chai,Tổng,25.0,,48.0,,31.0,,42.0,,56,1,33c13587-ea65-4b74-be9b-2b8b6d3c1220,,1,True,e10e387c-8bb4-11f1-9b18-005056b2a5de,01__NBD__REV__CMI__500,PEPSICO Revive Chanh Muối Chai 500ml,Nước Bù Điện Giải,PEPSICO Revive,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__REV__CMI__500,Kho MIRA,Chai,Kho MIRA,-108.0,,0.0,,0.0,,-108.0,,58,0,33c13587-ea65-4b74-be9b-2b8b6d3c1220,33c13587-ea65-4b74-be9b-2b8b6d3c1220,2,False,e10e3a40-8bb4-11f1-9b18-005056b2a5de,01__NBD__REV__CMI__500,PEPSICO Revive Chanh Muối Chai 500ml,Nước Bù Điện Giải,PEPSICO Revive,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NGA__7UP__CHI__320,PEPSICO 7UP Lon 320ml,Lon,Tổng,32.0,,96.0,,45.0,,83.0,,59,1,dc459cb4-4ee0-460c-a3b8-f3df3860e8e0,,1,True,e10e3b17-8bb4-11f1-9b18-005056b2a5de,01__NGA__7UP__CHI__320,PEPSICO 7UP Lon 320ml,Nước Có Ga,PEPSICO 7Up,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NGA__7UP__CHI__320,Kho MIRA,Lon,Kho MIRA,66.0,,0.0,,0.0,,66.0,,61,0,dc459cb4-4ee0-460c-a3b8-f3df3860e8e0,dc459cb4-4ee0-460c-a3b8-f3df3860e8e0,2,False,e10e3cb1-8bb4-11f1-9b18-005056b2a5de,01__NGA__7UP__CHI__320,PEPSICO 7UP Lon 320ml,Nước Có Ga,PEPSICO 7Up,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NGA__7UP__CHI__390,PEPSICO 7Up Chai 390ml,Chai,Tổng,22.0,,48.0,,27.0,,43.0,,62,1,352b69e5-be75-4716-b91b-d39b0b57902a,,1,True,e10e3d7d-8bb4-11f1-9b18-005056b2a5de,01__NGA__7UP__CHI__390,PEPSICO 7Up Chai 390ml,Nước Có Ga,PEPSICO 7Up,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NGA__7UP__CHI__390,Kho MIRA,Chai,Kho MIRA,42.0,,0.0,,0.0,,42.0,,64,0,352b69e5-be75-4716-b91b-d39b0b57902a,352b69e5-be75-4716-b91b-d39b0b57902a,2,False,e10e3f22-8bb4-11f1-9b18-005056b2a5de,01__NGA__7UP__CHI__390,PEPSICO 7Up Chai 390ml,Nước Có Ga,PEPSICO 7Up,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
